Time,Hero0,Hero0Posx,Hero0Posy,Hero1,Hero1Posx,Hero1Posy,Hero2,Hero2Posx,Hero2Posy,Hero3,Hero3Posx,Hero3Posy,Hero4,Hero4Posx,Hero4Posy,Hero5,Hero5Posx,Hero5Posy,Hero6,Hero6Posx,Hero6Posy,Hero7,Hero7Posx,Hero7Posy,Hero8,Hero8Posx,Hero8Posy,Hero9,Hero9Posx,Hero9Posy
73, DT_DOTA_Unit_Hero_Sniper,6853.0,8458.0,DT_DOTA_Unit_Hero_Axe,12524.0,2715.0,DT_DOTA_Unit_Hero_Omniknight,11914.0,2321.0,DT_DOTA_Unit_Hero_Earthshaker,3829.0,6794.0,DT_DOTA_Unit_Hero_Juggernaut,1036.0,11386.0,DT_DOTA_Unit_Hero_WitchDoctor,11324.0,4186.0,DT_DOTA_Unit_Hero_Broodmother,1186.0,11914.0,DT_DOTA_Unit_Hero_Slardar,12564.0,3554.0,DT_DOTA_Unit_Hero_VengefulSpirit,10667.0,3995.0,DT_DOTA_Unit_Hero_Nevermore,7726.0,8549.0,
75, DT_DOTA_Unit_Hero_Sniper,6607.0,8275.0,DT_DOTA_Unit_Hero_Axe,12619.0,2553.0,DT_DOTA_Unit_Hero_Omniknight,12441.0,2306.0,DT_DOTA_Unit_Hero_Earthshaker,4014.0,7080.0,DT_DOTA_Unit_Hero_Juggernaut,824.0,11481.0,DT_DOTA_Unit_Hero_WitchDoctor,11533.0,3708.0,DT_DOTA_Unit_Hero_Broodmother,1176.0,11672.0,DT_DOTA_Unit_Hero_Slardar,12648.0,3471.0,DT_DOTA_Unit_Hero_VengefulSpirit,10783.0,4046.0,DT_DOTA_Unit_Hero_Nevermore,7825.0,8652.0,
76, DT_DOTA_Unit_Hero_Sniper,6221.0,7869.0,DT_DOTA_Unit_Hero_Axe,12567.0,2575.0,DT_DOTA_Unit_Hero_Omniknight,12718.0,2100.0,DT_DOTA_Unit_Hero_Earthshaker,3991.0,6549.0,DT_DOTA_Unit_Hero_Juggernaut,1240.0,11551.0,DT_DOTA_Unit_Hero_WitchDoctor,12096.0,3587.0,DT_DOTA_Unit_Hero_Broodmother,1219.0,11697.0,DT_DOTA_Unit_Hero_Slardar,13010.0,3736.0,DT_DOTA_Unit_Hero_VengefulSpirit,11333.0,4169.0,DT_DOTA_Unit_Hero_Nevermore,7662.0,8588.0,
78, DT_DOTA_Unit_Hero_Sniper,5963.0,7582.0,DT_DOTA_Unit_Hero_Axe,12585.0,2581.0,DT_DOTA_Unit_Hero_Omniknight,12748.0,2123.0,DT_DOTA_Unit_Hero_Earthshaker,4290.0,6301.0,DT_DOTA_Unit_Hero_Juggernaut,1241.0,11541.0,DT_DOTA_Unit_Hero_WitchDoctor,12470.0,3455.0,DT_DOTA_Unit_Hero_Broodmother,1095.0,11688.0,DT_DOTA_Unit_Hero_Slardar,13116.0,4121.0,DT_DOTA_Unit_Hero_VengefulSpirit,11468.0,3745.0,DT_DOTA_Unit_Hero_Nevermore,7663.0,8528.0,
79, DT_DOTA_Unit_Hero_Sniper,5642.0,7196.0,DT_DOTA_Unit_Hero_Axe,12632.0,2603.0,DT_DOTA_Unit_Hero_Omniknight,12877.0,2150.0,DT_DOTA_Unit_Hero_Earthshaker,4797.0,6258.0,DT_DOTA_Unit_Hero_Juggernaut,1149.0,11598.0,DT_DOTA_Unit_Hero_WitchDoctor,12742.0,3257.0,DT_DOTA_Unit_Hero_Broodmother,736.0,11784.0,DT_DOTA_Unit_Hero_Slardar,13217.0,4631.0,DT_DOTA_Unit_Hero_VengefulSpirit,12032.0,3598.0,DT_DOTA_Unit_Hero_Nevermore,7591.0,8410.0,
81, DT_DOTA_Unit_Hero_Sniper,5373.0,6846.0,DT_DOTA_Unit_Hero_Axe,12638.0,2639.0,DT_DOTA_Unit_Hero_Omniknight,12877.0,2150.0,DT_DOTA_Unit_Hero_Earthshaker,4552.0,6283.0,DT_DOTA_Unit_Hero_Juggernaut,1185.0,11562.0,DT_DOTA_Unit_Hero_WitchDoctor,12924.0,3165.0,DT_DOTA_Unit_Hero_Broodmother,955.0,11831.0,DT_DOTA_Unit_Hero_Slardar,13300.0,5083.0,DT_DOTA_Unit_Hero_VengefulSpirit,12501.0,3399.0,DT_DOTA_Unit_Hero_Nevermore,7471.0,8333.0,
83, DT_DOTA_Unit_Hero_Sniper,5461.0,6918.0,DT_DOTA_Unit_Hero_Axe,12852.0,2533.0,DT_DOTA_Unit_Hero_Omniknight,13150.0,2241.0,DT_DOTA_Unit_Hero_Earthshaker,4070.0,6353.0,DT_DOTA_Unit_Hero_Juggernaut,1247.0,11656.0,DT_DOTA_Unit_Hero_WitchDoctor,13149.0,3276.0,DT_DOTA_Unit_Hero_Broodmother,1426.0,11922.0,DT_DOTA_Unit_Hero_Slardar,13375.0,5557.0,DT_DOTA_Unit_Hero_VengefulSpirit,12916.0,3356.0,DT_DOTA_Unit_Hero_Nevermore,7300.0,8190.0,
84, DT_DOTA_Unit_Hero_Sniper,5707.0,7311.0,DT_DOTA_Unit_Hero_Axe,12930.0,2780.0,DT_DOTA_Unit_Hero_Omniknight,13152.0,2373.0,DT_DOTA_Unit_Hero_Earthshaker,3840.0,6756.0,DT_DOTA_Unit_Hero_Juggernaut,1024.0,11623.0,DT_DOTA_Unit_Hero_WitchDoctor,13064.0,3485.0,DT_DOTA_Unit_Hero_Broodmother,1321.0,11902.0,DT_DOTA_Unit_Hero_Slardar,13504.0,5740.0,DT_DOTA_Unit_Hero_VengefulSpirit,12835.0,3415.0,DT_DOTA_Unit_Hero_Nevermore,6887.0,7911.0,
86, DT_DOTA_Unit_Hero_Sniper,5494.0,7283.0,DT_DOTA_Unit_Hero_Axe,13085.0,2719.0,DT_DOTA_Unit_Hero_Omniknight,13126.0,2553.0,DT_DOTA_Unit_Hero_Earthshaker,4022.0,6940.0,DT_DOTA_Unit_Hero_Juggernaut,991.0,11567.0,DT_DOTA_Unit_Hero_WitchDoctor,13287.0,3699.0,DT_DOTA_Unit_Hero_Broodmother,1318.0,11878.0,DT_DOTA_Unit_Hero_Slardar,13480.0,5496.0,DT_DOTA_Unit_Hero_VengefulSpirit,12917.0,3693.0,DT_DOTA_Unit_Hero_Nevermore,6874.0,7811.0,
87, DT_DOTA_Unit_Hero_Sniper,5505.0,7368.0,DT_DOTA_Unit_Hero_Axe,13276.0,3029.0,DT_DOTA_Unit_Hero_Omniknight,13188.0,2810.0,DT_DOTA_Unit_Hero_Earthshaker,4288.0,7443.0,DT_DOTA_Unit_Hero_Juggernaut,887.0,11820.0,DT_DOTA_Unit_Hero_WitchDoctor,13434.0,4156.0,DT_DOTA_Unit_Hero_Broodmother,1083.0,12198.0,DT_DOTA_Unit_Hero_Slardar,13484.0,5168.0,DT_DOTA_Unit_Hero_VengefulSpirit,13065.0,4218.0,DT_DOTA_Unit_Hero_Nevermore,6616.0,7670.0,
89, DT_DOTA_Unit_Hero_Sniper,5597.0,7424.0,DT_DOTA_Unit_Hero_Axe,12966.0,3268.0,DT_DOTA_Unit_Hero_Omniknight,13378.0,3235.0,DT_DOTA_Unit_Hero_Earthshaker,4508.0,7943.0,DT_DOTA_Unit_Hero_Juggernaut,813.0,11997.0,DT_DOTA_Unit_Hero_WitchDoctor,13337.0,4603.0,DT_DOTA_Unit_Hero_Broodmother,1303.0,11984.0,DT_DOTA_Unit_Hero_Slardar,13498.0,4877.0,DT_DOTA_Unit_Hero_VengefulSpirit,13144.0,4741.0,DT_DOTA_Unit_Hero_Nevermore,6419.0,7608.0,
91, DT_DOTA_Unit_Hero_Sniper,5601.0,7457.0,DT_DOTA_Unit_Hero_Axe,12881.0,3690.0,DT_DOTA_Unit_Hero_Omniknight,13627.0,3619.0,DT_DOTA_Unit_Hero_Earthshaker,4730.0,8442.0,DT_DOTA_Unit_Hero_Juggernaut,638.0,12077.0,DT_DOTA_Unit_Hero_WitchDoctor,13159.0,4948.0,DT_DOTA_Unit_Hero_Broodmother,885.0,11709.0,DT_DOTA_Unit_Hero_Slardar,13329.0,4853.0,DT_DOTA_Unit_Hero_VengefulSpirit,13405.0,5070.0,DT_DOTA_Unit_Hero_Nevermore,6522.0,7817.0,
92, DT_DOTA_Unit_Hero_Sniper,5714.0,7544.0,DT_DOTA_Unit_Hero_Axe,12701.0,3995.0,DT_DOTA_Unit_Hero_Omniknight,13957.0,3835.0,DT_DOTA_Unit_Hero_Earthshaker,5002.0,8906.0,DT_DOTA_Unit_Hero_Juggernaut,545.0,12087.0,DT_DOTA_Unit_Hero_WitchDoctor,12980.0,4783.0,DT_DOTA_Unit_Hero_Broodmother,1036.0,11642.0,DT_DOTA_Unit_Hero_Slardar,13297.0,4780.0,DT_DOTA_Unit_Hero_VengefulSpirit,13554.0,4722.0,DT_DOTA_Unit_Hero_Nevermore,6492.0,7838.0,
94, DT_DOTA_Unit_Hero_Sniper,5632.0,7493.0,DT_DOTA_Unit_Hero_Axe,12905.0,4079.0,DT_DOTA_Unit_Hero_Omniknight,13533.0,3685.0,DT_DOTA_Unit_Hero_Earthshaker,5459.0,9273.0,DT_DOTA_Unit_Hero_Juggernaut,820.0,11763.0,DT_DOTA_Unit_Hero_WitchDoctor,12839.0,4714.0,DT_DOTA_Unit_Hero_Broodmother,1075.0,11524.0,DT_DOTA_Unit_Hero_Slardar,13145.0,4593.0,DT_DOTA_Unit_Hero_VengefulSpirit,13604.0,4475.0,DT_DOTA_Unit_Hero_Nevermore,6640.0,7926.0,
95, DT_DOTA_Unit_Hero_Sniper,5743.0,7645.0,DT_DOTA_Unit_Hero_Axe,13077.0,4482.0,DT_DOTA_Unit_Hero_Omniknight,13083.0,3726.0,DT_DOTA_Unit_Hero_Earthshaker,5982.0,9440.0,DT_DOTA_Unit_Hero_Juggernaut,862.0,11671.0,DT_DOTA_Unit_Hero_WitchDoctor,12761.0,4562.0,DT_DOTA_Unit_Hero_Broodmother,1100.0,11573.0,DT_DOTA_Unit_Hero_Slardar,13185.0,4719.0,DT_DOTA_Unit_Hero_VengefulSpirit,13443.0,4280.0,DT_DOTA_Unit_Hero_Nevermore,6697.0,7927.0,
97, DT_DOTA_Unit_Hero_Sniper,5911.0,7775.0,DT_DOTA_Unit_Hero_Axe,13214.0,4400.0,DT_DOTA_Unit_Hero_Omniknight,12907.0,3973.0,DT_DOTA_Unit_Hero_Earthshaker,6433.0,9446.0,DT_DOTA_Unit_Hero_Juggernaut,859.0,11842.0,DT_DOTA_Unit_Hero_WitchDoctor,12761.0,4562.0,DT_DOTA_Unit_Hero_Broodmother,1074.0,11978.0,DT_DOTA_Unit_Hero_Slardar,13116.0,4614.0,DT_DOTA_Unit_Hero_VengefulSpirit,13425.0,4237.0,DT_DOTA_Unit_Hero_Nevermore,6812.0,7991.0,
98, DT_DOTA_Unit_Hero_Sniper,6230.0,7823.0,DT_DOTA_Unit_Hero_Axe,13254.0,4348.0,DT_DOTA_Unit_Hero_Omniknight,12896.0,3811.0,DT_DOTA_Unit_Hero_Earthshaker,6872.0,9522.0,DT_DOTA_Unit_Hero_Juggernaut,863.0,11741.0,DT_DOTA_Unit_Hero_WitchDoctor,12709.0,4434.0,DT_DOTA_Unit_Hero_Broodmother,1347.0,11746.0,DT_DOTA_Unit_Hero_Slardar,13162.0,4352.0,DT_DOTA_Unit_Hero_VengefulSpirit,13551.0,4156.0,DT_DOTA_Unit_Hero_Nevermore,7085.0,8069.0,
100, DT_DOTA_Unit_Hero_Sniper,6442.0,7890.0,DT_DOTA_Unit_Hero_Axe,13280.0,3944.0,DT_DOTA_Unit_Hero_Omniknight,13113.0,3724.0,DT_DOTA_Unit_Hero_Earthshaker,7022.0,9209.0,DT_DOTA_Unit_Hero_Juggernaut,914.0,11614.0,DT_DOTA_Unit_Hero_WitchDoctor,12898.0,4362.0,DT_DOTA_Unit_Hero_Broodmother,1162.0,11857.0,DT_DOTA_Unit_Hero_Slardar,13080.0,3984.0,DT_DOTA_Unit_Hero_VengefulSpirit,13606.0,3972.0,DT_DOTA_Unit_Hero_Nevermore,7137.0,8145.0,
101, DT_DOTA_Unit_Hero_Sniper,6730.0,8027.0,DT_DOTA_Unit_Hero_Axe,13307.0,3503.0,DT_DOTA_Unit_Hero_Omniknight,12972.0,3576.0,DT_DOTA_Unit_Hero_Earthshaker,7102.0,9015.0,DT_DOTA_Unit_Hero_Juggernaut,876.0,11742.0,DT_DOTA_Unit_Hero_WitchDoctor,12926.0,4089.0,DT_DOTA_Unit_Hero_Broodmother,1242.0,11948.0,DT_DOTA_Unit_Hero_Slardar,12930.0,3700.0,DT_DOTA_Unit_Hero_VengefulSpirit,13477.0,3691.0,DT_DOTA_Unit_Hero_Nevermore,7440.0,8183.0,
102, DT_DOTA_Unit_Hero_Sniper,6989.0,8185.0,DT_DOTA_Unit_Hero_Axe,13288.0,3117.0,DT_DOTA_Unit_Hero_Omniknight,12975.0,3194.0,DT_DOTA_Unit_Hero_Earthshaker,7275.0,8640.0,DT_DOTA_Unit_Hero_Juggernaut,982.0,11820.0,DT_DOTA_Unit_Hero_WitchDoctor,12989.0,3688.0,DT_DOTA_Unit_Hero_Broodmother,1177.0,11851.0,DT_DOTA_Unit_Hero_Slardar,12945.0,3307.0,DT_DOTA_Unit_Hero_VengefulSpirit,13383.0,3408.0,DT_DOTA_Unit_Hero_Nevermore,7399.0,8315.0,
104, DT_DOTA_Unit_Hero_Sniper,7075.0,8247.0,DT_DOTA_Unit_Hero_Axe,13385.0,2725.0,DT_DOTA_Unit_Hero_Omniknight,13029.0,2887.0,DT_DOTA_Unit_Hero_Earthshaker,7239.0,8669.0,DT_DOTA_Unit_Hero_Juggernaut,937.0,11735.0,DT_DOTA_Unit_Hero_WitchDoctor,13064.0,3207.0,DT_DOTA_Unit_Hero_Broodmother,1170.0,11915.0,DT_DOTA_Unit_Hero_Slardar,13011.0,2988.0,DT_DOTA_Unit_Hero_VengefulSpirit,13301.0,3108.0,DT_DOTA_Unit_Hero_Nevermore,7359.0,8558.0,
105, DT_DOTA_Unit_Hero_Sniper,7098.0,8370.0,DT_DOTA_Unit_Hero_Axe,13560.0,2919.0,DT_DOTA_Unit_Hero_Omniknight,13040.0,2681.0,DT_DOTA_Unit_Hero_Earthshaker,7220.0,8573.0,DT_DOTA_Unit_Hero_Juggernaut,932.0,11827.0,DT_DOTA_Unit_Hero_WitchDoctor,13214.0,2906.0,DT_DOTA_Unit_Hero_Broodmother,1239.0,11850.0,DT_DOTA_Unit_Hero_Slardar,13255.0,2700.0,DT_DOTA_Unit_Hero_VengefulSpirit,13282.0,3057.0,DT_DOTA_Unit_Hero_Nevermore,7456.0,8370.0,
107, DT_DOTA_Unit_Hero_Sniper,7191.0,8319.0,DT_DOTA_Unit_Hero_Axe,13425.0,3258.0,DT_DOTA_Unit_Hero_Omniknight,12771.0,2777.0,DT_DOTA_Unit_Hero_Earthshaker,7298.0,8400.0,DT_DOTA_Unit_Hero_Juggernaut,998.0,11621.0,DT_DOTA_Unit_Hero_WitchDoctor,13268.0,2806.0,DT_DOTA_Unit_Hero_Broodmother,1203.0,11711.0,DT_DOTA_Unit_Hero_Slardar,13442.0,2719.0,DT_DOTA_Unit_Hero_VengefulSpirit,13130.0,3163.0,DT_DOTA_Unit_Hero_Nevermore,7589.0,8167.0,
108, DT_DOTA_Unit_Hero_Sniper,7069.0,8405.0,DT_DOTA_Unit_Hero_Axe,13345.0,3658.0,DT_DOTA_Unit_Hero_Omniknight,12699.0,3315.0,DT_DOTA_Unit_Hero_Earthshaker,6867.0,8313.0,DT_DOTA_Unit_Hero_Juggernaut,1180.0,11811.0,DT_DOTA_Unit_Hero_WitchDoctor,13131.0,2978.0,DT_DOTA_Unit_Hero_Broodmother,1300.0,11965.0,DT_DOTA_Unit_Hero_Slardar,13112.0,3104.0,DT_DOTA_Unit_Hero_VengefulSpirit,12974.0,3368.0,DT_DOTA_Unit_Hero_Nevermore,7594.0,8161.0,
110, DT_DOTA_Unit_Hero_Sniper,7081.0,8885.0,DT_DOTA_Unit_Hero_Axe,13589.0,4075.0,DT_DOTA_Unit_Hero_Omniknight,12628.0,3552.0,DT_DOTA_Unit_Hero_Earthshaker,6364.0,8272.0,DT_DOTA_Unit_Hero_Juggernaut,1275.0,11843.0,DT_DOTA_Unit_Hero_WitchDoctor,13169.0,3281.0,DT_DOTA_Unit_Hero_Broodmother,1273.0,12016.0,DT_DOTA_Unit_Hero_Slardar,13312.0,3654.0,DT_DOTA_Unit_Hero_VengefulSpirit,13223.0,3711.0,DT_DOTA_Unit_Hero_Nevermore,7594.0,8161.0,
111, DT_DOTA_Unit_Hero_Sniper,7395.0,9051.0,DT_DOTA_Unit_Hero_Axe,13909.0,4249.0,DT_DOTA_Unit_Hero_Omniknight,12741.0,3920.0,DT_DOTA_Unit_Hero_Earthshaker,6105.0,8476.0,DT_DOTA_Unit_Hero_Juggernaut,1307.0,12026.0,DT_DOTA_Unit_Hero_WitchDoctor,13235.0,3538.0,DT_DOTA_Unit_Hero_Broodmother,1236.0,12069.0,DT_DOTA_Unit_Hero_Slardar,13642.0,4055.0,DT_DOTA_Unit_Hero_VengefulSpirit,13388.0,3972.0,DT_DOTA_Unit_Hero_Nevermore,7594.0,8161.0,
113, DT_DOTA_Unit_Hero_Sniper,7219.0,8885.0,DT_DOTA_Unit_Hero_Axe,14197.0,4286.0,DT_DOTA_Unit_Hero_Omniknight,12433.0,4230.0,DT_DOTA_Unit_Hero_Earthshaker,5909.0,8813.0,DT_DOTA_Unit_Hero_Juggernaut,1145.0,12047.0,DT_DOTA_Unit_Hero_WitchDoctor,13411.0,3859.0,DT_DOTA_Unit_Hero_Broodmother,836.0,12052.0,DT_DOTA_Unit_Hero_Slardar,13757.0,4160.0,DT_DOTA_Unit_Hero_VengefulSpirit,13520.0,4042.0,DT_DOTA_Unit_Hero_Nevermore,7594.0,8161.0,
114, DT_DOTA_Unit_Hero_Sniper,7101.0,8771.0,DT_DOTA_Unit_Hero_Axe,14572.0,4505.0,DT_DOTA_Unit_Hero_Omniknight,11874.0,4416.0,DT_DOTA_Unit_Hero_Earthshaker,5584.0,9241.0,DT_DOTA_Unit_Hero_Juggernaut,946.0,11843.0,DT_DOTA_Unit_Hero_WitchDoctor,13803.0,4194.0,DT_DOTA_Unit_Hero_Broodmother,827.0,12227.0,DT_DOTA_Unit_Hero_Slardar,14221.0,4477.0,DT_DOTA_Unit_Hero_VengefulSpirit,14038.0,4269.0,DT_DOTA_Unit_Hero_Nevermore,7594.0,8161.0,
116, DT_DOTA_Unit_Hero_Sniper,7169.0,8632.0,DT_DOTA_Unit_Hero_Axe,14750.0,4732.0,DT_DOTA_Unit_Hero_Omniknight,11378.0,4395.0,DT_DOTA_Unit_Hero_Earthshaker,5267.0,9537.0,DT_DOTA_Unit_Hero_Juggernaut,1117.0,11811.0,DT_DOTA_Unit_Hero_WitchDoctor,13797.0,4603.0,DT_DOTA_Unit_Hero_Broodmother,1272.0,12182.0,DT_DOTA_Unit_Hero_Slardar,14508.0,4706.0,DT_DOTA_Unit_Hero_VengefulSpirit,14461.0,4388.0,DT_DOTA_Unit_Hero_Nevermore,7594.0,8161.0,
117, DT_DOTA_Unit_Hero_Sniper,7282.0,8684.0,DT_DOTA_Unit_Hero_Axe,14753.0,4763.0,DT_DOTA_Unit_Hero_Omniknight,10836.0,4357.0,DT_DOTA_Unit_Hero_Earthshaker,5011.0,9777.0,DT_DOTA_Unit_Hero_Juggernaut,1117.0,11811.0,DT_DOTA_Unit_Hero_WitchDoctor,13905.0,5054.0,DT_DOTA_Unit_Hero_Broodmother,1168.0,12201.0,DT_DOTA_Unit_Hero_Slardar,14747.0,4709.0,DT_DOTA_Unit_Hero_VengefulSpirit,14432.0,4349.0,DT_DOTA_Unit_Hero_Nevermore,7594.0,8161.0,
119, DT_DOTA_Unit_Hero_Sniper,7296.0,8708.0,DT_DOTA_Unit_Hero_Axe,14688.0,5088.0,DT_DOTA_Unit_Hero_Omniknight,10318.0,4395.0,DT_DOTA_Unit_Hero_Earthshaker,5011.0,9777.0,DT_DOTA_Unit_Hero_Juggernaut,1170.0,11779.0,DT_DOTA_Unit_Hero_WitchDoctor,14147.0,5083.0,DT_DOTA_Unit_Hero_Broodmother,711.0,12361.0,DT_DOTA_Unit_Hero_Slardar,14688.0,4899.0,DT_DOTA_Unit_Hero_VengefulSpirit,14470.0,4421.0,DT_DOTA_Unit_Hero_Nevermore,7594.0,8161.0,
120, DT_DOTA_Unit_Hero_Sniper,7398.0,8681.0,DT_DOTA_Unit_Hero_Axe,14684.0,5086.0,DT_DOTA_Unit_Hero_Omniknight,9768.0,4490.0,DT_DOTA_Unit_Hero_Earthshaker,4740.0,10133.0,DT_DOTA_Unit_Hero_Juggernaut,1177.0,11642.0,DT_DOTA_Unit_Hero_WitchDoctor,13899.0,5088.0,DT_DOTA_Unit_Hero_Broodmother,384.0,12288.0,DT_DOTA_Unit_Hero_Slardar,14688.0,4989.0,DT_DOTA_Unit_Hero_VengefulSpirit,14597.0,4511.0,DT_DOTA_Unit_Hero_Nevermore,7594.0,8161.0,
122, DT_DOTA_Unit_Hero_Sniper,7398.0,8681.0,DT_DOTA_Unit_Hero_Axe,14607.0,5075.0,DT_DOTA_Unit_Hero_Omniknight,9556.0,5024.0,DT_DOTA_Unit_Hero_Earthshaker,4921.0,9865.0,DT_DOTA_Unit_Hero_Juggernaut,969.0,11794.0,DT_DOTA_Unit_Hero_WitchDoctor,13381.0,5045.0,DT_DOTA_Unit_Hero_Broodmother,748.0,12207.0,DT_DOTA_Unit_Hero_Slardar,14376.0,5080.0,DT_DOTA_Unit_Hero_VengefulSpirit,14322.0,4327.0,DT_DOTA_Unit_Hero_Nevermore,7594.0,8161.0,
124, DT_DOTA_Unit_Hero_Sniper,7396.0,8661.0,DT_DOTA_Unit_Hero_Axe,14607.0,5075.0,DT_DOTA_Unit_Hero_Omniknight,9504.0,5514.0,DT_DOTA_Unit_Hero_Earthshaker,5308.0,9696.0,DT_DOTA_Unit_Hero_Juggernaut,656.0,11669.0,DT_DOTA_Unit_Hero_WitchDoctor,12984.0,5146.0,DT_DOTA_Unit_Hero_Broodmother,481.0,12326.0,DT_DOTA_Unit_Hero_Slardar,14004.0,5044.0,DT_DOTA_Unit_Hero_VengefulSpirit,13971.0,4366.0,DT_DOTA_Unit_Hero_Nevermore,14064.0,14736.0,
125, DT_DOTA_Unit_Hero_Sniper,7287.0,8446.0,DT_DOTA_Unit_Hero_Axe,14607.0,5075.0,DT_DOTA_Unit_Hero_Omniknight,9880.0,5781.0,DT_DOTA_Unit_Hero_Earthshaker,5480.0,9451.0,DT_DOTA_Unit_Hero_Juggernaut,920.0,11998.0,DT_DOTA_Unit_Hero_WitchDoctor,13027.0,5251.0,DT_DOTA_Unit_Hero_Broodmother,981.0,12284.0,DT_DOTA_Unit_Hero_Slardar,13569.0,4811.0,DT_DOTA_Unit_Hero_VengefulSpirit,13771.0,4686.0,DT_DOTA_Unit_Hero_Nevermore,14064.0,14736.0,
127, DT_DOTA_Unit_Hero_Sniper,7323.0,8214.0,DT_DOTA_Unit_Hero_Axe,14607.0,5075.0,DT_DOTA_Unit_Hero_Omniknight,10279.0,5707.0,DT_DOTA_Unit_Hero_Earthshaker,5280.0,9070.0,DT_DOTA_Unit_Hero_Juggernaut,561.0,11791.0,DT_DOTA_Unit_Hero_WitchDoctor,13259.0,5114.0,DT_DOTA_Unit_Hero_Broodmother,1270.0,12130.0,DT_DOTA_Unit_Hero_Slardar,13298.0,4700.0,DT_DOTA_Unit_Hero_VengefulSpirit,13874.0,4895.0,DT_DOTA_Unit_Hero_Nevermore,8222.0,8151.0,
128, DT_DOTA_Unit_Hero_Sniper,7197.0,8134.0,DT_DOTA_Unit_Hero_Axe,14607.0,5075.0,DT_DOTA_Unit_Hero_Omniknight,10793.0,5531.0,DT_DOTA_Unit_Hero_Earthshaker,5302.0,8596.0,DT_DOTA_Unit_Hero_Juggernaut,766.0,11824.0,DT_DOTA_Unit_Hero_WitchDoctor,13320.0,5577.0,DT_DOTA_Unit_Hero_Broodmother,1310.0,12115.0,DT_DOTA_Unit_Hero_Slardar,13242.0,4724.0,DT_DOTA_Unit_Hero_VengefulSpirit,13533.0,5200.0,DT_DOTA_Unit_Hero_Nevermore,8046.0,8248.0,
130, DT_DOTA_Unit_Hero_Sniper,6728.0,7943.0,DT_DOTA_Unit_Hero_Axe,14607.0,5075.0,DT_DOTA_Unit_Hero_Omniknight,11422.0,5422.0,DT_DOTA_Unit_Hero_Earthshaker,5352.0,8040.0,DT_DOTA_Unit_Hero_Juggernaut,729.0,11770.0,DT_DOTA_Unit_Hero_WitchDoctor,13499.0,5338.0,DT_DOTA_Unit_Hero_Broodmother,1362.0,11958.0,DT_DOTA_Unit_Hero_Slardar,13264.0,4733.0,DT_DOTA_Unit_Hero_VengefulSpirit,13005.0,5463.0,DT_DOTA_Unit_Hero_Nevermore,8085.0,8694.0,
132, DT_DOTA_Unit_Hero_Sniper,6310.0,7631.0,DT_DOTA_Unit_Hero_Axe,14607.0,5075.0,DT_DOTA_Unit_Hero_Omniknight,12057.0,5352.0,DT_DOTA_Unit_Hero_Earthshaker,5488.0,7509.0,DT_DOTA_Unit_Hero_Juggernaut,780.0,11690.0,DT_DOTA_Unit_Hero_WitchDoctor,13784.0,5214.0,DT_DOTA_Unit_Hero_Broodmother,1116.0,11917.0,DT_DOTA_Unit_Hero_Slardar,13306.0,4734.0,DT_DOTA_Unit_Hero_VengefulSpirit,12997.0,5729.0,DT_DOTA_Unit_Hero_Nevermore,8371.0,9119.0,
133, DT_DOTA_Unit_Hero_Sniper,5973.0,7341.0,DT_DOTA_Unit_Hero_Axe,96.0,1600.0,DT_DOTA_Unit_Hero_Omniknight,12595.0,5277.0,DT_DOTA_Unit_Hero_Earthshaker,5490.0,7034.0,DT_DOTA_Unit_Hero_Juggernaut,783.0,11728.0,DT_DOTA_Unit_Hero_WitchDoctor,13620.0,5311.0,DT_DOTA_Unit_Hero_Broodmother,1019.0,11954.0,DT_DOTA_Unit_Hero_Slardar,13342.0,5011.0,DT_DOTA_Unit_Hero_VengefulSpirit,12978.0,5401.0,DT_DOTA_Unit_Hero_Nevermore,8193.0,8917.0,
135, DT_DOTA_Unit_Hero_Sniper,5755.0,7180.0,DT_DOTA_Unit_Hero_Axe,96.0,1600.0,DT_DOTA_Unit_Hero_Omniknight,12718.0,5342.0,DT_DOTA_Unit_Hero_Earthshaker,5542.0,7015.0,DT_DOTA_Unit_Hero_Juggernaut,811.0,11734.0,DT_DOTA_Unit_Hero_WitchDoctor,13169.0,5377.0,DT_DOTA_Unit_Hero_Broodmother,1191.0,12152.0,DT_DOTA_Unit_Hero_Slardar,13080.0,5284.0,DT_DOTA_Unit_Hero_VengefulSpirit,12974.0,5350.0,DT_DOTA_Unit_Hero_Nevermore,7977.0,8790.0,
136, DT_DOTA_Unit_Hero_Sniper,5886.0,7219.0,DT_DOTA_Unit_Hero_Axe,12485.0,2771.0,DT_DOTA_Unit_Hero_Omniknight,12718.0,5342.0,DT_DOTA_Unit_Hero_Earthshaker,5402.0,6777.0,DT_DOTA_Unit_Hero_Juggernaut,801.0,11761.0,DT_DOTA_Unit_Hero_WitchDoctor,13119.0,5388.0,DT_DOTA_Unit_Hero_Broodmother,1230.0,11758.0,DT_DOTA_Unit_Hero_Slardar,12879.0,5293.0,DT_DOTA_Unit_Hero_VengefulSpirit,12934.0,5542.0,DT_DOTA_Unit_Hero_Nevermore,7804.0,8686.0,
